szo_id	szo_ids	level	bbox	ocr	m1	m2	dontes	alak_igazolt	extra
word_000124_000384	word_000124_000384	124	[584, 1676, 616, 1707]	ii,	{"szo_ids": ["word_000124_000384"], "alak": "ii,", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000124_000385	word_000124_000385	124	[644, 1674, 793, 1715]	7=718;	{"szo_ids": ["word_000124_000385"], "alak": "7=718;", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000385"], "alak": "אָרַר", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000392	word_000124_000392	124	[1438, 1673, 1680, 1717]	émexatapartos,	{"szo_ids": ["word_000124_000392"], "alak": "ἐμέξαταpartos,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000392"], "alak": "ἐπικατάρατος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000411	word_000124_000411	124	[1761, 1729, 1824, 1762]	d7é	{"szo_ids": ["word_000124_000411"], "alak": "d7é", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000411"], "alak": "ὑπὸ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000412	word_000124_000412	124	[203, 1784, 344, 1828]	katapay	{"szo_ids": ["word_000124_000412"], "alak": "καταφύ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000412"], "alak": "κατάραν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000413	word_000124_000413	124	[361, 1784, 463, 1825]	eioly;	{"szo_ids": ["word_000124_000413"], "alak": "εἴολυ;", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000413"], "alak": "εἰσίν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000416	word_000124_000416	124	[643, 1785, 724, 1818]	émix.	{"szo_ids": ["word_000124_000416"], "alak": "ἔμιξ.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000416"], "alak": "ἐπικ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000417	word_000124_000417	124	[743, 1786, 808, 1820]	Tas	{"szo_ids": ["word_000124_000417"], "alak": "Τας", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000417"], "alak": "πᾶς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000418	word_000124_000418	124	[825, 1783, 841, 1816]	0	{"szo_ids": ["word_000124_000418"], "alak": "0", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000418"], "alak": "ὁ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000419	word_000124_000419	124	[859, 1784, 1050, 1828]	Kpeuapevos	{"szo_ids": ["word_000124_000419"], "alak": "Κρεuαρενος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000419"], "alak": "κρεμάμενος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000420	word_000124_000420	124	[1067, 1784, 1121, 1816]	emi	{"szo_ids": ["word_000124_000420"], "alak": "ἐμι", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000420"], "alak": "ἐπὶ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000421	word_000124_000421	124	[1139, 1783, 1242, 1825]	Evrov.	{"szo_ids": ["word_000124_000421"], "alak": "Εὐροϝ.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000421"], "alak": "ξύλου", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000424	word_000124_000424	124	[1449, 1789, 1526, 1827]	WW,	{"szo_ids": ["word_000124_000424"], "alak": "WW,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000424"], "alak": "אָרַר", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000437	word_000124_000437	124	[980, 1838, 1123, 1880]	psonOos.	{"szo_ids": ["word_000124_000437"], "alak": "psonOos.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000437"], "alak": "μισητός", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000451	word_000124_000451	124	[588, 1893, 895, 1936]	evroynuévos.—In	{"szo_ids": ["word_000124_000451"], "alak": "εὐλογημένος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000451"], "alak": "εὐλογημένος", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000460	word_000124_000460	124	[1617, 1895, 1717, 1938]	dyA0s	{"szo_ids": ["word_000124_000460"], "alak": "ὀχλος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000460"], "alak": "ὄχλος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000461	word_000124_000461	124	[1734, 1894, 1825, 1929]	obTos	{"szo_ids": ["word_000124_000461"], "alak": "οὐτος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000461"], "alak": "οὗτος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000463	word_000124_000463	124	[238, 1949, 279, 1988]	un	{"szo_ids": ["word_000124_000463"], "alak": "un", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000463"], "alak": "μὴ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000464	word_000124_000464	124	[297, 1949, 462, 1991]	ywooKov	{"szo_ids": ["word_000124_000464"], "alak": "ywooKov", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000464"], "alak": "γινώσκων", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000465	word_000124_000465	124	[479, 1949, 573, 1992]	vopov	{"szo_ids": ["word_000124_000465"], "alak": "vopov", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000465"], "alak": "νόμον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000466	word_000124_000466	124	[590, 1948, 749, 1993]	émapatol	{"szo_ids": ["word_000124_000466"], "alak": "ἐμαπατόλ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000466"], "alak": "ἐπάρατοί", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000467	word_000124_000467	124	[764, 1949, 1019, 1983]	eiow—instead	{"szo_ids": ["word_000124_000467"], "alak": "eiow-instead", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000467"], "alak": "εἰσιν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000469	word_000124_000469	124	[1086, 1949, 1397, 1994]	émtxatapatot—in	{"szo_ids": ["word_000124_000469"], "alak": "ἐμπξαταπατότ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000469"], "alak": "ἐπικατάρατοι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000473	word_000124_000473,word_000124_000474	124	[278, 2062, 441, 2105]	"A pet,	{"szo_ids": ["word_000124_000474"], "alak": "pet,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000473", "word_000124_000474"], "alak": "Ἀρετή", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000475	word_000124_000475	124	[464, 2062, 492, 2101]	4,	{"szo_ids": ["word_000124_000475"], "alak": "4,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000475"], "alak": "ἡ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000476	word_000124_000476,word_000124_000477,word_000124_000478	124	[518, 2062, 987, 2103]	“quaclibet ret praestantia,”	{"szo_ids": ["word_000124_000476"], "alak": "quaclibet", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000476", "word_000124_000477", "word_000124_000478"], "alak": "quaelibet", "nyelv": "lat", "extra": false}	vitas	nem	nem
word_000124_000493	word_000124_000493	124	[747, 2114, 920, 2159]	dpapicxw,	{"szo_ids": ["word_000124_000493"], "alak": "ἀπαρίσκω,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000493"], "alak": "ἀραρίσκω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000497	word_000124_000497	124	[1116, 2114, 1229, 2160]	dpruos,	{"szo_ids": ["word_000124_000497"], "alak": "dpruos,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000497"], "alak": "ἄρτιος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000506	word_000124_000506	124	[436, 2171, 499, 2214]	dps,	{"szo_ids": ["word_000124_000506"], "alak": "dps,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000506"], "alak": "ἀρι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000523	word_000124_000523	124	[612, 2225, 731, 2270]	dpelwv,	{"szo_ids": ["word_000124_000523"], "alak": "ἀπεῖλον,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000523"], "alak": "ἀρείων", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000524	word_000124_000524	124	[748, 2226, 886, 2270]	dpiotos,	{"szo_ids": ["word_000124_000524"], "alak": "ἀρίστος,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000524"], "alak": "ἄριστος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000525	word_000124_000525	124	[907, 2226, 1041, 2271]	apéoxe,	{"szo_ids": ["word_000124_000525"], "alak": "ἀπέοχε,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000525"], "alak": "ἀρέσκω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000528	word_000124_000528	124	[1247, 2227, 1351, 2271]	apery,	{"szo_ids": ["word_000124_000528"], "alak": "ἀπερύ,", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000528"], "alak": "ἀρετή", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000546	word_000124_000546	124	[1406, 2283, 1464, 2315]	od«	{"szo_ids": ["word_000124_000546"], "alak": "οὐκ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000546"], "alak": "οὐκ", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000547	word_000124_000547	124	[1491, 2284, 1589, 2328]	dpetad	{"szo_ids": ["word_000124_000547"], "alak": "δπεταδ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000547"], "alak": "ἀρετᾷ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000548	word_000124_000548	124	[1616, 2283, 1700, 2316]	kaxd	{"szo_ids": ["word_000124_000548"], "alak": "καιδ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000548"], "alak": "κακὰ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000549	word_000124_000549	124	[1727, 2282, 1827, 2326]	epya;	{"szo_ids": ["word_000124_000549"], "alak": "εργα;", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000549"], "alak": "ἔργα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000552	word_000124_000552	124	[380, 2336, 456, 2369]	Xaol	{"szo_ids": ["word_000124_000552"], "alak": "λαοι", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000552"], "alak": "λαοὶ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000553	word_000124_000553	124	[473, 2337, 618, 2380]	dperdot,	{"szo_ids": ["word_000124_000553"], "alak": "dperdot,", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000124_000553"], "alak": "ἀρετῶσι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000005	word_000124_000005	124	[248, 237, 395, 279]	ebroyla:		{"szo_ids": ["word_000124_000005"], "alak": "εὐλογία", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000007	word_000124_000007	124	[485, 238, 542, 269]	Tod		{"szo_ids": ["word_000124_000007"], "alak": "τοῦ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000012	word_000124_000012	124	[1217, 234, 1272, 267]	Kal		{"szo_ids": ["word_000124_000012"], "alak": "καὶ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000013	word_000124_000013	124	[1290, 234, 1422, 278]	Katdpa.		{"szo_ids": ["word_000124_000013"], "alak": "κατάρα", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000055	word_000124_000055	124	[708, 403, 843, 443]	avédeos,		{"szo_ids": ["word_000124_000055"], "alak": "ἀνέλεος", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000072	word_000124_000072	124	[444, 461, 499, 494]	Kal		{"szo_ids": ["word_000124_000072"], "alak": "καὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000075	word_000124_000075	124	[793, 459, 830, 500]	Hs		{"szo_ids": ["word_000124_000075"], "alak": "ἧς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000076	word_000124_000076	124	[847, 458, 883, 491]	TO		{"szo_ids": ["word_000124_000076"], "alak": "τὸ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000077	word_000124_000077	124	[901, 458, 992, 494]	TédOS		{"szo_ids": ["word_000124_000077"], "alak": "τέλος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000078	word_000124_000078	124	[1017, 459, 1061, 494]	eis		{"szo_ids": ["word_000124_000078"], "alak": "εἰς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000079	word_000124_000079	124	[1080, 461, 1211, 500]	Katow;		{"szo_ids": ["word_000124_000079"], "alak": "καῦσιν", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000092	word_000124_000092	124	[464, 515, 480, 549]	6		{"szo_ids": ["word_000124_000092"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000093	word_000124_000093	124	[499, 516, 563, 552]	vids		{"szo_ids": ["word_000124_000093"], "alak": "υἱὸς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000094	word_000124_000094	124	[580, 519, 635, 557]	Ths		{"szo_ids": ["word_000124_000094"], "alak": "τῆς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000102	word_000124_000102	124	[1409, 513, 1626, 558]	Katnpapévoy		{"szo_ids": ["word_000124_000102"], "alak": "κατηραμένον", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000103	word_000124_000103	124	[1643, 512, 1702, 546]	am’		{"szo_ids": ["word_000124_000103"], "alak": "ἀπ’", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000104	word_000124_000104	124	[1719, 513, 1831, 558]	apyns.		{"szo_ids": ["word_000124_000104"], "alak": "ἀρχῆς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000110	word_000124_000110	124	[664, 571, 751, 612]	elvas,		{"szo_ids": ["word_000124_000110"], "alak": "εἶναι", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000126	word_000124_000126	124	[629, 628, 648, 668]	4		{"szo_ids": ["word_000124_000126"], "alak": "ἡ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000128	word_000124_000128	124	[810, 629, 866, 659]	Tod		{"szo_ids": ["word_000124_000128"], "alak": "τοῦ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000167	word_000124_000167	124	[203, 795, 283, 839]	imép		{"szo_ids": ["word_000124_000167"], "alak": "ὑπὲρ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000195	word_000124_000195	124	[1499, 847, 1548, 881]	iva		{"szo_ids": ["word_000124_000195"], "alak": "ἵνα", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000199	word_000124_000199	124	[456, 905, 544, 946]	Ocod;		{"szo_ids": ["word_000124_000199"], "alak": "θεοῦ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000204	word_000124_000204	124	[957, 904, 1018, 949]	mim		{"szo_ids": ["word_000124_000204"], "alak": "יִהְיֶה", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000209	word_000124_000209	124	[1414, 908, 1489, 950]	ANA		{"szo_ids": ["word_000124_000209"], "alak": "אֲשֶׁר", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000211	word_000124_000211	124	[1615, 906, 1697, 947]	MM;		{"szo_ids": ["word_000124_000211"], "alak": "יְהוָה", "nyelv": "heb", "extra": false}	hianyzo_m2	nem	nem
word_000124_000232	word_000124_000232	124	[630, 1016, 663, 1047]	év		{"szo_ids": ["word_000124_000232"], "alak": "ἐν", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000246	word_000124_000246	124	[355, 1060, 425, 1115]	nbbp		{"szo_ids": ["word_000124_000246"], "alak": "קְלָלָה", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000253	word_000124_000253	124	[1289, 1068, 1421, 1113]	untépa,		{"szo_ids": ["word_000124_000253"], "alak": "μητέρα", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000261	word_000124_000261	124	[552, 1125, 660, 1158]	érexov		{"szo_ids": ["word_000124_000261"], "alak": "ἔτεκον", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000274	word_000124_000274	124	[696, 1184, 786, 1224]	MND,		{"szo_ids": ["word_000124_000274"], "alak": "מְאֵרָה", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000335	word_000124_000335	124	[1295, 1423, 1327, 1456]	of		{"szo_ids": ["word_000124_000335"], "alak": "οἱ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000349	word_000124_000349	124	[1333, 1481, 1395, 1511]	and		{"szo_ids": ["word_000124_000349"], "alak": "קָלַל", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000459	word_000124_000459	124	[1588, 1894, 1604, 1927]	0		{"szo_ids": ["word_000124_000459"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000462	word_000124_000462	124	[203, 1948, 219, 1982]	6		{"szo_ids": ["word_000124_000462"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000488	word_000124_000488	124	[356, 2129, 405, 2160]	ap,		{"szo_ids": ["word_000124_000488"], "alak": "αρ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000530	word_000124_000530	124	[1525, 2228, 1656, 2271]	apetaw,		{"szo_ids": ["word_000124_000530"], "alak": "ἀρετάω", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000212	word_000124_000212	124	[1731, 904, 1824, 935]	Ezek.			valtozatlan	nem	nem
word_000124_000558	word_000124_000558	124	[1116, 2340, 1387, 2381]	happy.”—Akin			valtozatlan	nem	nem
word_000209_000000	word_000209_000000	209	[516, 86, 657, 119]	Arxartw	{"szo_ids": ["word_000209_000000"], "alak": "Δικαίω", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000000"], "alak": "Δικαιόω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000002	word_000209_000002	209	[1369, 93, 1509, 126]	Atxaiso	{"szo_ids": ["word_000209_000002"], "alak": "Δικαίοω", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000002"], "alak": "Δικαιόω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000071	word_000209_000071	209	[411, 414, 499, 454]	déeny	{"szo_ids": ["word_000209_000071"], "alak": "δένυ", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000071"], "alak": "δίκην", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000072	word_000209_000072	209	[518, 414, 551, 446]	58	{"szo_ids": ["word_000209_000072"], "alak": "58", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000072"], "alak": "δὲ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000073	word_000209_000073	209	[568, 414, 704, 449]	Exaoros	{"szo_ids": ["word_000209_000073"], "alak": "Exagoras", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000073"], "alak": "ἕκαστος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000074	word_000209_000074	209	[721, 413, 801, 457]	pds	{"szo_ids": ["word_000209_000074"], "alak": "pds", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000074"], "alak": "πρὸς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000075	word_000209_000075	209	[825, 414, 950, 456]	Exdot@	{"szo_ids": ["word_000209_000075"], "alak": "Exdotos", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000075"], "alak": "ἑκάστῳ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000077	word_000209_000077	209	[1049, 415, 1287, 458]	KaKoupyijuate	{"szo_ids": ["word_000209_000077"], "alak": "Kakoupyiçate", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000077"], "alak": "κακουργήματι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000078	word_000209_000078	209	[1313, 417, 1553, 459]	cwdpovictvos	{"szo_ids": ["word_000209_000078"], "alak": "cwdpovictvos", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000078"], "alak": "σωφρονιστύος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000079	word_000209_000079	209	[1579, 418, 1671, 450]	&vexa	{"szo_ids": ["word_000209_000079"], "alak": "&vexa", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000079"], "alak": "ἕνεκα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000080	word_000209_000080	209	[1692, 431, 1826, 450]	cuvETO-	{"szo_ids": ["word_000209_000080"], "alak": "cuvETO-", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000209_000081	word_000209_000081	209	[205, 470, 298, 512]	pévny	{"szo_ids": ["word_000209_000081"], "alak": "pévny", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000209_000082	word_000209_000082	209	[316, 470, 561, 514]	TpocenticaTw	{"szo_ids": ["word_000209_000082"], "alak": "TpocenticaTw", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000082"], "alak": "προσεκτισάτω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000084	word_000209_000084	209	[622, 496, 627, 502]	.	{"szo_ids": ["word_000209_000084"], "alak": ".", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000209_000085	word_000209_000085	209	[654, 496, 660, 502]	.	{"szo_ids": ["word_000209_000085"], "alak": ".", "nyelv": "lat", "extra": false}		hianyzo_m1	nem	nem
word_000209_000086	word_000209_000086	209	[688, 468, 918, 512]	BpaBevtépav,	{"szo_ids": ["word_000209_000086"], "alak": "BpaBevtépav", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000086"], "alak": "βραβευτέραν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000088	word_000209_000088	209	[1017, 468, 1108, 501]	Evexa	{"szo_ids": ["word_000209_000088"], "alak": "Evexa", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000088"], "alak": "ἕνεκα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000090	word_000209_000090	209	[1212, 474, 1431, 514]	KxaKxoupyqoat	{"szo_ids": ["word_000209_000090"], "alak": "KxaKxoupyqoat", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000090"], "alak": "κακουργῆσαι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000091	word_000209_000091	209	[1457, 472, 1558, 508]	Sid0bs	{"szo_ids": ["word_000209_000091"], "alak": "Sid0bs", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000091"], "alak": "διδοὺς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000092	word_000209_000092	209	[1584, 472, 1641, 512]	THY	{"szo_ids": ["word_000209_000092"], "alak": "THY", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000092"], "alak": "τὴν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000093	word_000209_000093	209	[1670, 473, 1758, 512]	Slenv	{"szo_ids": ["word_000209_000093"], "alak": "Slenv", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000093"], "alak": "δίκην", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000099	word_000209_000099	209	[669, 524, 761, 557]	éotat	{"szo_ids": ["word_000209_000099"], "alak": "éotat", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000099"], "alak": "ἔσται", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000100	word_000209_000100	209	[787, 524, 887, 567]	Toté),	{"szo_ids": ["word_000209_000100"], "alak": "Toté),", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000100"], "alak": "ποτέ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000101	word_000209_000101	209	[905, 527, 961, 557]	Tou	{"szo_ids": ["word_000209_000101"], "alak": "Tou", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000101"], "alak": "τοῦ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000105	word_000209_000105	209	[1189, 525, 1280, 559]	adOis	{"szo_ids": ["word_000209_000105"], "alak": "adOis", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000105"], "alak": "αὖθις", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000106	word_000209_000106	209	[1306, 526, 1395, 558]	Bvexa	{"szo_ids": ["word_000209_000106"], "alak": "Bvexa", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000106"], "alak": "ἕνεκα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000107	word_000209_000107	209	[1420, 525, 1535, 570]	ypovov	{"szo_ids": ["word_000209_000107"], "alak": "ypovov", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000107"], "alak": "χρόνον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000108	word_000209_000108	209	[1559, 526, 1580, 567]	4	{"szo_ids": ["word_000209_000108"], "alak": "4", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000108"], "alak": "ἢ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000110	word_000209_000110	209	[1670, 527, 1827, 570]	mapdrav	{"szo_ids": ["word_000209_000110"], "alak": "mapdrav", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000110"], "alak": "παράπαν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000111	word_000209_000111	209	[207, 584, 344, 622]	puchcas	{"szo_ids": ["word_000209_000111"], "alak": "puchcas", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000111"], "alak": "μισῆσαι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000113	word_000209_000113	209	[434, 581, 557, 613]	adixlay	{"szo_ids": ["word_000209_000113"], "alak": "adixlay", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000113"], "alak": "ἀδικίαν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000117	word_000209_000117	209	[825, 579, 897, 615]	Tovs	{"szo_ids": ["word_000209_000117"], "alak": "Tovs", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000209_000117"], "alak": "τοὺς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000209_000118	word_000209_000118	209	[915, 577, 1038, 613]	iddvTas	{"szo_ids": ["word_000209_000118"], "alak": "iddvTas", "nyelv": "lat", "extra": false}	{"szo_ids": ["word_000209_000118"], "alak": "ἰδόντας", "nyelv": "grc", "extra": false}	vitas	nem	nem
