szo_id	szo_ids	level	bbox	ocr	m1	m2	dontes	alak_igazolt	extra
word_000124_000192	word_000124_000192,word_000124_000193	124	[950, 848, 1303, 894]	Xprotiv dwaptiav	{"szo_ids": ["word_000124_000192", "word_000124_000193"], "alak": "Χριστὸν ἀμαρτίαν", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000124_000192"], "alak": "Χριστὸν", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000193"], "alak": "ἁμαρτίαν", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000124_000194	word_000124_000194	124	[1320, 848, 1480, 889]	éroincer,	{"szo_ids": ["word_000124_000194"], "alak": "ἐποίησεν", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000194"], "alak": "ἐποίησεν", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000195	word_000124_000195,word_000124_000196,word_000124_000197	124	[1499, 847, 1828, 889]	iva hues yivoueba	{"szo_ids": ["word_000124_000195", "word_000124_000196", "word_000124_000197"], "alak": "ἵνα ἡμεῖς γινώμεθα", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000124_000195"], "alak": "ἵνα", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000124_000196"], "alak": "ἡμεῖς", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000197"], "alak": "γινώμεθα", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000124_000198	word_000124_000198	124	[203, 905, 425, 946]	Sicacoctvn	{"szo_ids": ["word_000124_000198"], "alak": "Σικακοκτύν", "nyelv": "grc", "extra": true}	{"szo_ids": ["word_000124_000198"], "alak": "δικαιοσύνη", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000204	word_000124_000204,word_000124_000205,word_000124_000206,word_000124_000207,word_000124_000208,word_000124_000209,word_000124_000210,word_000124_000211	124	[957, 894, 1697, 950]	mim ina We PINT aIPa ANA dw MM;	[{"szo_ids": ["word_000124_000205"], "alak": "ἐνα", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000207"], "alak": "ΨΙΝΤ", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000124_000208"], "alak": "αἰρα", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000210"], "alak": "δω", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000211"], "alak": "ΜΜ;", "nyelv": "grc", "extra": false}]	{"szo_ids": ["word_000124_000204", "word_000124_000205", "word_000124_000206", "word_000124_000207", "word_000124_000208", "word_000124_000209", "word_000124_000210", "word_000124_000211"], "alak": "יִהְיֶה יִשְׂרָאֵל בְּרָכָה בְּקֶרֶב הָאָרֶץ אֲשֶׁר בֵּרֲכוֹ יְהוָה", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000229	word_000124_000229	124	[203, 1016, 410, 1058]	evroynpévos	{"szo_ids": ["word_000124_000229"], "alak": "ἐνρογνμένος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000229"], "alak": "εὐλογημένος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000232	word_000124_000232,word_000124_000233	124	[630, 1015, 831, 1058]	év edroyia),	{"szo_ids": ["word_000124_000232", "word_000124_000233"], "alak": "ἐν εὐλογίᾳ", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000124_000232"], "alak": "ἐν", "nyelv": "grc", "extra": true}, {"szo_ids": ["word_000124_000233"], "alak": "εὐλογίᾳ", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000124_000248	word_000124_000248	124	[502, 1069, 760, 1114]	xexatnpapévos.	{"szo_ids": ["word_000124_000248"], "alak": "χεκαταραμένος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000248"], "alak": "κεκατηραμένος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000254	word_000124_000254	124	[1447, 1069, 1524, 1101]	Ocdy	{"szo_ids": ["word_000124_000254"], "alak": "οὖκ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000254"], "alak": "θεῶν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000255	word_000124_000255	124	[1541, 1067, 1663, 1110]	oriryos.	{"szo_ids": ["word_000124_000255"], "alak": "ορίγος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000255"], "alak": "στύγος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000262	word_000124_000262	124	[673, 1124, 731, 1166]	pév	{"szo_ids": ["word_000124_000262"], "alak": "πέν", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000262"], "alak": "μὲν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000263	word_000124_000263	124	[750, 1125, 838, 1166]	buds,	{"szo_ids": ["word_000124_000263"], "alak": "βοῦς", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000263"], "alak": "ὑμᾶς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000264	word_000124_000264	124	[863, 1125, 1027, 1166]	moreucos	{"szo_ids": ["word_000124_000264"], "alak": "μορευκος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000264"], "alak": "πολεμίοις", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000265	word_000124_000265	124	[1050, 1124, 1237, 1168]	eOpeyrdunv	{"szo_ids": ["word_000124_000265"], "alak": "ἐθρεψάμην", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000265"], "alak": "ἐθρεψάμην", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000266	word_000124_000266	124	[1262, 1124, 1409, 1168]	UBpicpa	{"szo_ids": ["word_000124_000266"], "alak": "ὑβρισμα", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000266"], "alak": "ὕβρισμα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000267	word_000124_000267	124	[1434, 1123, 1626, 1168]	Katriyappa	{"szo_ids": ["word_000124_000267"], "alak": "κατήχαρμα", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000267"], "alak": "κἀπίχαρμα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000268	word_000124_000268	124	[1652, 1122, 1707, 1155]	kab	{"szo_ids": ["word_000124_000268"], "alak": "καὶ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000268"], "alak": "καὶ", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000269	word_000124_000269	124	[1732, 1123, 1824, 1166]	S.ad-	{"szo_ids": ["word_000124_000269"], "alak": "διαφθοράν", "nyelv": "grc", "extra": false}		hianyzo_m1	nem	nem
word_000124_000270	word_000124_000270	124	[203, 1181, 457, 1225]	Oopdy—LXX.	{"szo_ids": ["word_000124_000270"], "alak": "Ὀοπδγ—LXX.", "nyelv": "grc", "extra": false}		hianyzo_m1	nem	nem
word_000124_000272	word_000124_000272	124	[519, 1170, 594, 1225]	mddp,	{"szo_ids": ["word_000124_000272"], "alak": "μαδρ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000272"], "alak": "קְלָלָה", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000273	word_000124_000273	124	[613, 1169, 677, 1222]	nes,	{"szo_ids": ["word_000124_000273"], "alak": "νες", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000273"], "alak": "אָלָה", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000275	word_000124_000275	124	[278, 1259, 587, 1303]	Katapaopas,	{"szo_ids": ["word_000124_000275"], "alak": "Καταράομαι", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000275"], "alak": "Καταράομαι", "nyelv": "grc", "extra": false}	auto	nem	nem
word_000124_000287	word_000124_000287	124	[1571, 1257, 1720, 1299]	evAoyely,	{"szo_ids": ["word_000124_000287"], "alak": "ἐναλογεῖν", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000287"], "alak": "εὐλογεῖν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000336	word_000124_000336	124	[1350, 1422, 1568, 1467]	xatnpapévor,	{"szo_ids": ["word_000124_000336"], "alak": "ἐπικαταραστος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000336"], "alak": "κατηραμένοι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000373	word_000124_000373	124	[1013, 1617, 1203, 1661]	émapdopuas,	{"szo_ids": ["word_000124_000373"], "alak": "ἐπαράομαι", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000373"], "alak": "ἐπαράομαι", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000392	word_000124_000392	124	[1438, 1673, 1680, 1717]	émexatapartos,	{"szo_ids": ["word_000124_000392"], "alak": "ἐπικαταραστος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000392"], "alak": "ἐπικατάρατος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000412	word_000124_000412	124	[203, 1784, 344, 1828]	katapay	{"szo_ids": ["word_000124_000412"], "alak": "καταρᾶ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000412"], "alak": "κατάραν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000413	word_000124_000413	124	[361, 1784, 463, 1825]	eioly;	{"szo_ids": ["word_000124_000413"], "alak": "ἐιολγ;", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000413"], "alak": "εἰσίν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000416	word_000124_000416	124	[643, 1785, 724, 1818]	émix.	{"szo_ids": ["word_000124_000416"], "alak": "ἐπικ.", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000416"], "alak": "ἐπικ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000417	word_000124_000417	124	[743, 1786, 808, 1820]	Tas	{"szo_ids": ["word_000124_000417"], "alak": "Τὰς", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000417"], "alak": "πᾶς", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000418	word_000124_000418,word_000124_000419	124	[825, 1783, 1050, 1828]	0 Kpeuapevos	{"szo_ids": ["word_000124_000418", "word_000124_000419"], "alak": "ὁ κρεμάμενος", "nyelv": "grc", "extra": false}	[{"szo_ids": ["word_000124_000418"], "alak": "ὁ", "nyelv": "grc", "extra": false}, {"szo_ids": ["word_000124_000419"], "alak": "κρεμάμενος", "nyelv": "grc", "extra": false}]	vitas	nem	nem
word_000124_000420	word_000124_000420	124	[1067, 1784, 1121, 1816]	emi	{"szo_ids": ["word_000124_000420"], "alak": "ἐπί", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000420"], "alak": "ἐπὶ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000421	word_000124_000421	124	[1139, 1783, 1242, 1825]	Evrov.	{"szo_ids": ["word_000124_000421"], "alak": "ἔνρων", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000421"], "alak": "ξύλου", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000424	word_000124_000424	124	[1449, 1789, 1526, 1827]	WW,	{"szo_ids": ["word_000124_000424"], "alak": "WW", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000424"], "alak": "אָרַר", "nyelv": "heb", "extra": false}	vitas	nem	nem
word_000124_000437	word_000124_000437	124	[980, 1838, 1123, 1880]	psonOos.	{"szo_ids": ["word_000124_000437"], "alak": "μισθός", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000437"], "alak": "μισητός", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000451	word_000124_000451	124	[588, 1893, 895, 1936]	evroynuévos.—In	{"szo_ids": ["word_000124_000451"], "alak": "οὗ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000451"], "alak": "εὐλογημένος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000460	word_000124_000460	124	[1617, 1895, 1717, 1938]	dyA0s	{"szo_ids": ["word_000124_000460"], "alak": "δύλος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000460"], "alak": "ὄχλος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000461	word_000124_000461	124	[1734, 1894, 1825, 1929]	obTos	{"szo_ids": ["word_000124_000461"], "alak": "οὗτος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000461"], "alak": "οὗτος", "nyelv": "grc", "extra": false}	auto	igen	nem
word_000124_000464	word_000124_000464	124	[297, 1949, 462, 1991]	ywooKov	{"szo_ids": ["word_000124_000464"], "alak": "ὑγιόσκων", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000464"], "alak": "γινώσκων", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000465	word_000124_000465	124	[479, 1949, 573, 1992]	vopov	{"szo_ids": ["word_000124_000465"], "alak": "νόμου", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000465"], "alak": "νόμον", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000466	word_000124_000466	124	[590, 1948, 749, 1993]	émapatol	{"szo_ids": ["word_000124_000466"], "alak": "ἐπαρατοί", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000466"], "alak": "ἐπάρατοί", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000467	word_000124_000467	124	[764, 1949, 1019, 1983]	eiow—instead	{"szo_ids": ["word_000124_000467"], "alak": "εἰσίν", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000467"], "alak": "εἰσιν", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000469	word_000124_000469	124	[1086, 1949, 1397, 1994]	émtxatapatot—in	{"szo_ids": ["word_000124_000469"], "alak": "ἐπικαταραστοῦ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000469"], "alak": "ἐπικατάρατοι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000523	word_000124_000523	124	[612, 2225, 731, 2270]	dpelwv,	{"szo_ids": ["word_000124_000523"], "alak": "ἀπελών", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000523"], "alak": "ἀρείων", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000524	word_000124_000524	124	[748, 2226, 886, 2270]	dpiotos,	{"szo_ids": ["word_000124_000524"], "alak": "ἀπίστος", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000524"], "alak": "ἄριστος", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000525	word_000124_000525	124	[907, 2226, 1041, 2271]	apéoxe,	{"szo_ids": ["word_000124_000525"], "alak": "ἀπέοχε", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000525"], "alak": "ἀρέσκω", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000528	word_000124_000528	124	[1247, 2227, 1351, 2271]	apery,	{"szo_ids": ["word_000124_000528"], "alak": "ἀπερή", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000528"], "alak": "ἀρετή", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000546	word_000124_000546	124	[1406, 2283, 1464, 2315]	od«	{"szo_ids": ["word_000124_000546"], "alak": "οὔκ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000546"], "alak": "οὐκ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000547	word_000124_000547	124	[1491, 2284, 1589, 2328]	dpetad	{"szo_ids": ["word_000124_000547"], "alak": "ἀπεταδ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000547"], "alak": "ἀρετᾷ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000548	word_000124_000548	124	[1616, 2283, 1700, 2316]	kaxd	{"szo_ids": ["word_000124_000548"], "alak": "καὶ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000548"], "alak": "κακὰ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000549	word_000124_000549	124	[1727, 2282, 1827, 2326]	epya;	{"szo_ids": ["word_000124_000549"], "alak": "ἐργα", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000549"], "alak": "ἔργα", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000552	word_000124_000552	124	[380, 2336, 456, 2369]	Xaol	{"szo_ids": ["word_000124_000552"], "alak": "Χαολ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000552"], "alak": "λαοὶ", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000553	word_000124_000553	124	[473, 2337, 618, 2380]	dperdot,	{"szo_ids": ["word_000124_000553"], "alak": "ἀπερδοτ", "nyelv": "grc", "extra": false}	{"szo_ids": ["word_000124_000553"], "alak": "ἀρετῶσι", "nyelv": "grc", "extra": false}	vitas	nem	nem
word_000124_000558	word_000124_000558	124	[1116, 2340, 1387, 2381]	happy.”—Akin	{"szo_ids": ["word_000124_000558"], "alak": "ἐργα", "nyelv": "grc", "extra": false}		hianyzo_m1	nem	nem
word_000124_000002	word_000124_000002	124	[1384, 126, 1501, 173]	*Apern		{"szo_ids": ["word_000124_000002"], "alak": "Ἀρετη", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000005	word_000124_000005	124	[248, 237, 395, 279]	ebroyla:		{"szo_ids": ["word_000124_000005"], "alak": "εὐλογία", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000007	word_000124_000007	124	[485, 238, 542, 269]	Tod		{"szo_ids": ["word_000124_000007"], "alak": "τοῦ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000067	word_000124_000067	124	[1791, 402, 1833, 441]	7		{"szo_ids": ["word_000124_000067"], "alak": "γῆ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000072	word_000124_000072	124	[444, 461, 499, 494]	Kal		{"szo_ids": ["word_000124_000072"], "alak": "καὶ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000075	word_000124_000075	124	[793, 459, 830, 500]	Hs		{"szo_ids": ["word_000124_000075"], "alak": "ἧς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000076	word_000124_000076	124	[847, 458, 883, 491]	TO		{"szo_ids": ["word_000124_000076"], "alak": "τὸ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000078	word_000124_000078	124	[1017, 459, 1061, 494]	eis		{"szo_ids": ["word_000124_000078"], "alak": "εἰς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000079	word_000124_000079	124	[1080, 461, 1211, 500]	Katow;		{"szo_ids": ["word_000124_000079"], "alak": "καῦσιν", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000092	word_000124_000092	124	[464, 515, 480, 549]	6		{"szo_ids": ["word_000124_000092"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000093	word_000124_000093	124	[499, 516, 563, 552]	vids		{"szo_ids": ["word_000124_000093"], "alak": "υἱὸς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000094	word_000124_000094	124	[580, 519, 635, 557]	Ths		{"szo_ids": ["word_000124_000094"], "alak": "τῆς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000101	word_000124_000101	124	[1349, 514, 1388, 554]	qv		{"szo_ids": ["word_000124_000101"], "alak": "ἦν", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000102	word_000124_000102	124	[1409, 513, 1626, 558]	Katnpapévoy		{"szo_ids": ["word_000124_000102"], "alak": "κατηραμένον", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000103	word_000124_000103	124	[1643, 512, 1702, 546]	am’		{"szo_ids": ["word_000124_000103"], "alak": "ἀπ’", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000104	word_000124_000104	124	[1719, 513, 1831, 558]	apyns.		{"szo_ids": ["word_000124_000104"], "alak": "ἀρχῆς", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000108	word_000124_000108	124	[426, 571, 488, 606]	id		{"szo_ids": ["word_000124_000108"], "alak": "ὑπὸ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000109	word_000124_000109	124	[506, 572, 646, 617]	xatdpay		{"szo_ids": ["word_000124_000109"], "alak": "κατάραν", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000110	word_000124_000110	124	[664, 571, 751, 612]	elvas,		{"szo_ids": ["word_000124_000110"], "alak": "εἶναι", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000113	word_000124_000113	124	[908, 571, 1118, 612]	edAoyetcOas,		{"szo_ids": ["word_000124_000113"], "alak": "εὐλογεῖσθαι", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000126	word_000124_000126	124	[629, 628, 648, 668]	4		{"szo_ids": ["word_000124_000126"], "alak": "ἡ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000167	word_000124_000167	124	[203, 795, 283, 839]	imép		{"szo_ids": ["word_000124_000167"], "alak": "ὑπὲρ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000168	word_000124_000168	124	[301, 795, 389, 836]	jyav		{"szo_ids": ["word_000124_000168"], "alak": "ἡμῶν", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000199	word_000124_000199	124	[456, 905, 544, 946]	Ocod;		{"szo_ids": ["word_000124_000199"], "alak": "θεοῦ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000246	word_000124_000246	124	[355, 1060, 425, 1115]	nbbp		{"szo_ids": ["word_000124_000246"], "alak": "קְלָלָה", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000253	word_000124_000253	124	[1289, 1068, 1421, 1113]	untépa,		{"szo_ids": ["word_000124_000253"], "alak": "μητέρα", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000261	word_000124_000261	124	[552, 1125, 660, 1158]	érexov		{"szo_ids": ["word_000124_000261"], "alak": "ἔτεκον", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000274	word_000124_000274	124	[696, 1184, 786, 1224]	MND,		{"szo_ids": ["word_000124_000274"], "alak": "מְאֵרָה", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000335	word_000124_000335	124	[1295, 1423, 1327, 1456]	of		{"szo_ids": ["word_000124_000335"], "alak": "οἱ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000348	word_000124_000348	124	[1257, 1468, 1315, 1519]	obp		{"szo_ids": ["word_000124_000348"], "alak": "אָרַר", "nyelv": "heb", "extra": false}	hianyzo_m2	nem	nem
word_000124_000349	word_000124_000349	124	[1333, 1481, 1395, 1511]	and		{"szo_ids": ["word_000124_000349"], "alak": "קָלַל", "nyelv": "heb", "extra": true}	extra_vitas	nem	igen
word_000124_000352	word_000124_000352	124	[277, 1564, 652, 1607]	*"Emctxardpatos,		{"szo_ids": ["word_000124_000352"], "alak": "Ἐπικατάρατος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000356	word_000124_000356	124	[983, 1564, 1245, 1606]	érixatapaopat,		{"szo_ids": ["word_000124_000356"], "alak": "ἐπικαταράομαι", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000385	word_000124_000385	124	[644, 1674, 793, 1715]	7=718;		{"szo_ids": ["word_000124_000385"], "alak": "אָרַר", "nyelv": "heb", "extra": false}	hianyzo_m2	nem	nem
word_000124_000411	word_000124_000411	124	[1761, 1729, 1824, 1762]	d7é		{"szo_ids": ["word_000124_000411"], "alak": "ὑπὸ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000459	word_000124_000459	124	[1588, 1894, 1604, 1927]	0		{"szo_ids": ["word_000124_000459"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000462	word_000124_000462	124	[203, 1948, 219, 1982]	6		{"szo_ids": ["word_000124_000462"], "alak": "ὁ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000463	word_000124_000463	124	[238, 1949, 279, 1988]	un		{"szo_ids": ["word_000124_000463"], "alak": "μὴ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000473	word_000124_000473,word_000124_000474	124	[278, 2062, 441, 2105]	"A pet,		{"szo_ids": ["word_000124_000473", "word_000124_000474"], "alak": "Ἀρετή", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000475	word_000124_000475	124	[464, 2062, 492, 2101]	4,		{"szo_ids": ["word_000124_000475"], "alak": "ἡ", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000476	word_000124_000476,word_000124_000477,word_000124_000478	124	[518, 2062, 987, 2103]	“quaclibet ret praestantia,”		{"szo_ids": ["word_000124_000476", "word_000124_000477", "word_000124_000478"], "alak": "quaelibet", "nyelv": "lat", "extra": false}	hianyzo_m2	nem	nem
word_000124_000488	word_000124_000488	124	[356, 2129, 405, 2160]	ap,		{"szo_ids": ["word_000124_000488"], "alak": "αρ", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000493	word_000124_000493	124	[747, 2114, 920, 2159]	dpapicxw,		{"szo_ids": ["word_000124_000493"], "alak": "ἀραρίσκω", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000497	word_000124_000497	124	[1116, 2114, 1229, 2160]	dpruos,		{"szo_ids": ["word_000124_000497"], "alak": "ἄρτιος", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000506	word_000124_000506	124	[436, 2171, 499, 2214]	dps,		{"szo_ids": ["word_000124_000506"], "alak": "ἀρι", "nyelv": "grc", "extra": false}	hianyzo_m2	nem	nem
word_000124_000530	word_000124_000530	124	[1525, 2228, 1656, 2271]	apetaw,		{"szo_ids": ["word_000124_000530"], "alak": "ἀρετάω", "nyelv": "grc", "extra": true}	extra_vitas	nem	igen
word_000124_000061	word_000124_000061	124	[1287, 405, 1395, 436]	xxviii			valtozatlan	nem	nem
word_000124_000068	word_000124_000068	124	[202, 488, 208, 496]	.			valtozatlan	nem	nem
word_000124_000069	word_000124_000069	124	[228, 489, 234, 496]	.			valtozatlan	nem	nem
word_000124_000070	word_000124_000070	124	[252, 489, 259, 495]	.			valtozatlan	nem	nem
word_000124_000123	word_000124_000123	124	[348, 630, 449, 672]	(g.v.);			valtozatlan	nem	nem
word_000124_000155	word_000124_000155	124	[202, 742, 382, 783]	manifested			valtozatlan	nem	nem
word_000124_000212	word_000124_000212	124	[1731, 904, 1824, 935]	Ezek.			valtozatlan	nem	nem
word_000124_000231	word_000124_000231	124	[561, 1018, 613, 1055]	l.c.,			valtozatlan	nem	nem
word_000124_000256	word_000124_000256	124	[1715, 1069, 1824, 1110]	Eurip.			valtozatlan	nem	nem
word_000124_000312	word_000124_000312	124	[903, 1373, 932, 1401]	to			valtozatlan	nem	nem
word_000124_000332	word_000124_000332	124	[897, 1425, 1096, 1457]	21.—Matt.			valtozatlan	nem	nem
word_000124_000347	word_000124_000347	124	[925, 1481, 1240, 1521]	23.—LKX.=			valtozatlan	nem	nem
word_000124_000384	word_000124_000384	124	[584, 1676, 616, 1707]	ii,			valtozatlan	nem	nem
